sector,size,is_outlier,d1_q1,d1_q2,d1_q3,d1_q4,d1_q5,d2_q1,d2_q2,d2_q3,d2_q4,d2_q5,d3_q1,d3_q2,d3_q3,d3_q4,d3_q5,d4_q1,d4_q2,d4_q3,d4_q4,d4_q5,d5_q1,d5_q2,d5_q3,d5_q4,d5_q5,dim_avg_data,dim_avg_talent,dim_avg_technology,dim_avg_strategy,dim_avg_processes,maturity_score
tech_software,enterprise,False,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,2,4,5,4,4,3,4,4,5,5,4.6,4.2,4.2,3.8,4.2,4.22
education,large,False,2,3,3,2,3,1,2,2,2,3,1,1,2,1,1,2,2,4,2,3,4,3,4,4,4,2.6,2.0,1.2,2.6,3.8,2.38
fintech,medium,False,3,4,3,5,4,4,4,4,3,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,5,3.8,4.0,4.4,4.6,4.2,4.18
professional_services,small,False,4,3,4,3,3,4,2,5,4,3,3,2,2,3,3,3,3,3,3,3,5,4,4,4,4,3.4,3.6,2.6,3.0,4.2,3.32
healthcare,medium,False,2,3,3,3,3,3,2,4,3,3,3,4,3,2,5,3,2,3,2,3,3,4,3,3,4,2.8,3.0,3.4,2.6,3.4,3.01
professional_services,small,False,3,2,3,3,2,3,4,2,4,2,1,2,3,2,3,4,3,5,4,3,3,3,3,4,3,2.6,3.0,2.2,3.8,3.2,2.93
retail_ecommerce,small,False,4,3,3,2,1,3,4,3,4,4,4,4,2,3,3,4,4,4,3,3,3,3,3,1,3,2.6,3.6,3.2,3.6,2.6,3.1200000000000006
manufacturing,large,False,2,3,3,2,2,2,3,2,1,2,2,2,2,3,2,2,3,3,3,4,3,3,3,4,3,2.4,2.0,2.2,3.0,3.2,2.52
banking_insurance,small,False,4,3,3,4,3,2,3,3,3,3,2,1,2,3,2,1,3,2,1,3,4,5,4,5,4,3.4,2.8,2.0,2.0,4.4,2.87
tech_software,small,False,3,5,5,5,4,4,4,2,3,2,5,5,5,4,3,3,3,3,4,4,4,3,3,5,4,4.4,3.0,4.4,3.4,3.8,3.83
retail_ecommerce,enterprise,False,3,3,4,4,2,5,4,5,4,5,2,4,3,4,5,3,3,3,3,3,2,2,2,2,1,3.2,4.6,3.6,3.0,1.8,3.31
healthcare,enterprise,False,3,4,2,1,2,2,1,4,3,3,1,2,1,2,2,3,3,4,3,2,4,4,3,3,3,2.4,2.6,1.6,3.0,3.4,2.55
healthcare,enterprise,False,2,3,3,2,3,3,4,3,3,4,3,3,4,2,2,3,2,2,2,2,4,4,4,4,3,2.6,3.4,2.8,2.2,3.8,2.9
retail_ecommerce,small,False,5,4,3,5,5,3,3,1,3,2,4,4,2,4,4,3,3,3,3,3,4,3,5,3,3,4.4,2.4,3.6,3.0,3.6,3.4400000000000004
retail_ecommerce,medium,False,4,3,5,5,5,3,3,3,2,5,5,4,5,3,3,2,4,4,4,4,3,3,1,3,2,4.4,3.2,4.0,3.6,2.4,3.62
manufacturing,medium,False,2,2,2,2,3,2,3,3,2,2,3,3,5,2,3,1,2,2,2,3,4,4,4,2,4,2.2,2.4,3.2,2.0,3.6,2.6100000000000003
healthcare,enterprise,True,5,5,2,3,3,5,3,4,4,3,3,4,5,4,5,1,2,3,2,2,3,4,4,4,4,3.6,3.8,4.2,2.0,3.8,3.4699999999999998
retail_ecommerce,large,False,4,3,3,4,4,3,3,2,2,3,2,1,3,3,2,3,5,5,5,5,3,3,3,4,3,3.6,2.6,2.2,4.6,3.2,3.26
professional_services,medium,False,3,4,3,2,2,3,4,3,3,3,3,1,3,2,3,3,2,4,2,3,5,5,3,4,5,2.8,3.2,2.4,2.8,4.4,3.04
manufacturing,startup,False,1,2,1,2,2,2,3,2,2,2,4,3,3,2,5,3,2,1,1,2,3,3,4,3,3,1.6,2.2,3.4,1.8,3.2,2.3600000000000003
retail_ecommerce,medium,False,3,2,4,3,3,3,2,2,4,2,3,2,4,2,4,5,4,3,3,3,4,4,4,3,5,3.0,2.6,3.0,3.6,4.0,3.1900000000000004
retail_ecommerce,medium,False,3,4,3,3,5,4,2,3,2,1,2,1,3,2,3,4,3,2,2,3,2,3,5,3,3,3.6,2.4,2.2,2.8,3.2,2.86
professional_services,startup,False,2,2,2,2,2,3,3,4,4,4,1,3,2,4,2,3,3,3,5,3,4,3,4,2,5,2.0,3.6,2.4,3.4,3.6,2.9200000000000004
professional_services,startup,False,3,3,4,3,3,3,2,3,4,2,2,2,2,3,2,4,4,3,3,4,3,3,3,2,3,3.2,2.8,2.2,3.6,2.8,2.94
retail_ecommerce,large,False,5,4,4,3,5,2,5,4,3,5,4,2,3,4,5,4,2,5,4,2,2,2,2,2,2,4.2,3.8,3.6,3.4,2.0,3.5100000000000002
professional_services,medium,False,3,3,2,2,2,4,3,3,4,3,2,3,3,4,3,3,3,3,3,4,2,3,3,3,2,2.4,3.4,3.0,3.2,2.6,2.9100000000000006
energy_utilities,startup,False,4,3,2,3,3,2,2,1,2,2,3,3,3,4,3,2,2,2,4,2,2,3,3,3,3,3.0,1.8,3.2,2.4,2.8,2.6500000000000004
professional_services,small,False,3,3,4,3,3,2,1,3,3,1,3,2,2,2,3,2,2,3,2,2,3,1,2,3,2,3.2,2.0,2.4,2.2,2.2,2.45
logistics,small,False,3,3,2,3,2,4,3,4,4,2,3,2,3,2,3,2,3,4,3,3,5,3,5,4,3,2.6,3.4,2.6,3.0,4.0,3.0500000000000003
retail_ecommerce,large,False,2,2,4,3,3,3,5,4,4,4,3,3,2,3,4,4,5,5,5,4,3,3,2,2,2,2.8,4.0,3.0,4.6,2.4,3.38
energy_utilities,small,False,3,3,1,3,1,4,3,4,4,4,3,2,2,2,2,4,3,2,4,3,3,2,2,1,3,2.2,3.8,2.2,3.2,2.2,2.72
manufacturing,medium,False,3,4,3,2,2,3,3,2,4,3,3,2,4,3,3,2,4,3,2,2,5,4,4,4,1,2.8,3.0,3.0,2.6,3.6,2.96
education,medium,True,2,3,3,3,2,2,1,2,2,2,2,2,3,1,2,4,4,3,3,4,2,3,3,3,4,2.6,1.8,2.0,3.6,3.0,2.58
manufacturing,medium,False,1,2,1,3,3,4,4,3,2,4,2,1,4,3,1,1,3,2,2,4,5,4,3,4,3,2.0,3.4,2.2,2.4,3.8,2.67
healthcare,small,False,3,3,3,3,2,3,2,2,2,2,3,3,2,4,3,2,4,3,4,4,3,4,5,5,4,2.8,2.2,3.0,3.4,4.2,3.0500000000000003
education,enterprise,False,2,3,3,3,2,2,3,3,2,3,2,3,3,1,2,3,2,3,2,2,2,2,2,2,3,2.6,2.6,2.2,2.4,2.2,2.42
energy_utilities,enterprise,False,2,3,3,3,4,2,2,2,2,3,2,2,1,1,1,3,4,3,4,4,4,5,5,4,4,3.0,2.2,1.4,3.6,4.4,2.85
retail_ecommerce,small,False,4,4,3,4,2,2,2,1,2,2,2,2,2,3,3,3,3,4,4,3,4,4,5,5,4,3.4,1.8,2.4,3.4,4.4,3.0300000000000002
fintech,small,False,3,3,4,3,5,4,3,4,3,5,4,4,4,4,4,2,3,4,2,4,3,3,3,4,4,3.6,3.8,4.0,3.0,3.4,3.5700000000000003
energy_utilities,small,False,3,4,2,2,4,4,3,4,3,2,2,2,3,3,3,3,3,2,2,2,4,3,3,4,5,3.0,3.2,2.6,2.4,3.8,2.96
manufacturing,small,False,3,4,3,3,3,2,3,2,2,3,3,3,3,3,2,1,3,2,2,1,3,3,4,4,3,3.2,2.4,2.8,1.8,3.4,2.71
tech_software,medium,False,4,4,4,4,5,5,4,4,3,4,5,5,4,5,5,4,5,4,5,4,4,4,3,3,4,4.2,4.0,4.8,4.4,3.6,4.23
fintech,small,False,3,4,3,3,4,4,3,4,2,3,4,4,4,4,3,3,4,4,4,3,3,3,3,2,3,3.4,3.2,3.8,3.6,2.8,3.39
retail_ecommerce,medium,False,5,3,3,3,3,4,3,2,2,3,2,2,3,2,3,4,4,4,5,4,4,2,4,3,4,3.4,2.8,2.4,4.2,3.4,3.24
manufacturing,startup,False,2,3,3,3,1,1,2,3,1,3,3,4,3,3,2,4,2,2,2,3,2,3,2,3,2,2.4,2.0,3.0,2.6,2.4,2.48
manufacturing,medium,False,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,2,2,4,4,4,4,4,4,1.6,1.2,1.8,2.8,4.0,2.16
tech_software,small,False,4,4,3,4,3,3,4,4,4,3,2,5,3,4,4,5,5,5,4,5,4,4,5,3,4,3.6,3.6,3.6,4.8,4.0,3.9000000000000004
tech_software,large,False,4,3,3,4,4,3,5,4,4,4,5,4,4,5,5,3,5,4,4,5,4,5,5,4,4,3.6,4.0,4.6,4.2,4.4,4.12
fintech,large,False,5,4,3,3,5,4,4,4,4,4,3,3,3,4,4,3,3,3,4,2,3,3,4,4,3,4.0,4.0,3.4,3.0,3.4,3.59
retail_ecommerce,small,False,4,5,4,5,4,4,2,3,2,3,3,4,3,3,3,3,2,3,4,5,2,2,4,2,3,4.4,2.8,3.2,3.4,2.6,3.3700000000000006
